id,image,label,Lake,sample,m_majorAxis
4458,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra radialis-77_B_STUDENE.scn  1 [52706,Micropsectra radialis,Studene,77_B_STUDENE.scn  1 [52706,664.840454
2497,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-77_B_STUDENE.scn  1 [53215,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [53215,684.959229
785,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-77_B_STUDENE.scn  1 [53634,Heterotrissocladius marcidus,Studene,77_B_STUDENE.scn  1 [53634,452.824738
3918,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-77_B_STUDENE.scn  1 [53653,Particles,Studene,77_B_STUDENE.scn  1 [53653,46.845856
1762,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-77_B_STUDENE.scn  1 [53720,Micropsectra radialis,Studene,77_B_STUDENE.scn  1 [53720,604.320068
786,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-77_B_STUDENE.scn  1 [54463,Heterotrissocladius marcidus,Studene,77_B_STUDENE.scn  1 [54463,773.915344
965,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\mentum\Psectrocladius-77_B_STUDENE.scn  1 [5598,Fragmented hc,Studene,77_B_STUDENE.scn  1 [5598,558.600708
3224,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-77_B_STUDENE.scn  1 [5598,Fragmented hc,Studene,77_B_STUDENE.scn  1 [5598,484.706818
3225,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-77_B_STUDENE.scn  1 [5598,Particles,Studene,77_B_STUDENE.scn  1 [5598,94.150009
3226,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-77_B_STUDENE.scn  1 [5598,Particles,Studene,77_B_STUDENE.scn  1 [5598,28.695858
2253,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-77_B_STUDENE.scn  1 [5598,Fragmented hc,Studene,77_B_STUDENE.scn  1 [5598,243.999344
787,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-77_B_STUDENE.scn  1 [56511,Heterotrissocladius marcidus,Studene,77_B_STUDENE.scn  1 [56511,427.599915
1981,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [56531,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [56531,505.97702
5576,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-77_B_STUDENE.scn  1 [56695,Tanytarsus lugens,Studene,77_B_STUDENE.scn  1 [56695,441.540161
4017,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-77_B_STUDENE.scn  1 [5692,Micropsectra radialis,Studene,77_B_STUDENE.scn  1 [5692,763.714783
4018,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-77_B_STUDENE.scn  1 [5692,Particles,Studene,77_B_STUDENE.scn  1 [5692,145.051392
4019,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-77_B_STUDENE.scn  1 [5692,Diatom,Studene,77_B_STUDENE.scn  1 [5692,221.850159
1982,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [5735,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [5735,645.620789
1763,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-77_B_STUDENE.scn  1 [5761,Micropsectra radialis,Studene,77_B_STUDENE.scn  1 [5761,1308.154907
3016,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-77_B_STUDENE.scn  1 [5761,Background,Studene,77_B_STUDENE.scn  1 [5761,174.701111
3017,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-77_B_STUDENE.scn  1 [5761,Particles,Studene,77_B_STUDENE.scn  1 [5761,61.888878
3018,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-77_B_STUDENE.scn  1 [5761,Particles,Studene,77_B_STUDENE.scn  1 [5761,127.343979
3019,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-77_B_STUDENE.scn  1 [5761,Particles,Studene,77_B_STUDENE.scn  1 [5761,62.035507
4362,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-77_B_STUDENE.scn  1 [58482,Tanypodinae,Studene,77_B_STUDENE.scn  1 [58482,743.542542
1983,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [58751,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [58751,493.56192
1984,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [58781,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [58781,327.398468
1764,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-77_B_STUDENE.scn  1 [60209,Micropsectra radialis,Studene,77_B_STUDENE.scn  1 [60209,350.312592
411,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius full_hc\Heterotrissocladius marcidus-77_B_STUDENE.scn  1 [60340,Heterotrissocladius marcidus,Studene,77_B_STUDENE.scn  1 [60340,1142.913696
2874,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Heterotrissocladius marcidus-77_B_STUDENE.scn  1 [60340,Background,Studene,77_B_STUDENE.scn  1 [60340,110.914581
4363,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-77_B_STUDENE.scn  1 [60397,Tanypodinae,Studene,77_B_STUDENE.scn  1 [60397,834.385986
5577,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-77_B_STUDENE.scn  1 [61336,Tanytarsus lugens,Studene,77_B_STUDENE.scn  1 [61336,873.145569
5578,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-77_B_STUDENE.scn  1 [61424,Tanytarsus lugens,Studene,77_B_STUDENE.scn  1 [61424,463.595795
4364,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-77_B_STUDENE.scn  1 [62107,Tanypodinae,Studene,77_B_STUDENE.scn  1 [62107,942.852112
5579,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-77_B_STUDENE.scn  1 [62593,Tanytarsus lugens,Studene,77_B_STUDENE.scn  1 [62593,433.914795
1985,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [63347,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [63347,370.063019
1986,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [63464,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [63464,568.01178
1987,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [6362,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [6362,669.390076
4020,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-77_B_STUDENE.scn  1 [63658,Particles,Studene,77_B_STUDENE.scn  1 [63658,122.860664
5580,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-77_B_STUDENE.scn  1 [63658,Tanytarsus lugens,Studene,77_B_STUDENE.scn  1 [63658,670.613831
4365,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-77_B_STUDENE.scn  1 [64220,Tanypodinae,Studene,77_B_STUDENE.scn  1 [64220,377.445404
381,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Tanytarsus lugens-77_B_STUDENE.scn  1 [64267,Fragmented hc,Studene,77_B_STUDENE.scn  1 [64267,635.979187
1988,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [64646,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [64646,570.008484
4366,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-77_B_STUDENE.scn  1 [65432,Tanypodinae,Studene,77_B_STUDENE.scn  1 [65432,461.093994
788,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-77_B_STUDENE.scn  1 [65986,Heterotrissocladius marcidus,Studene,77_B_STUDENE.scn  1 [65986,466.086792
2672,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Paratanytarsus austriacus\Paratanytarsus austriacus-77_B_STUDENE.scn  1 [66673,Heterotrissocladius marcidus,Studene,77_B_STUDENE.scn  1 [66673,625.329895
1989,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [67911,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [67911,433.259399
1990,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [68809,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [68809,352.252869
789,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-77_B_STUDENE.scn  1 [70222,Heterotrissocladius marcidus,Studene,77_B_STUDENE.scn  1 [70222,454.291168
1991,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-77_B_STUDENE.scn  1 [7498,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [7498,412.960266
4367,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-77_B_STUDENE.scn  1 [7602,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [7602,806.774719
4459,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra radialis-77_B_STUDENE.scn  1 [7659,Micropsectra radialis,Studene,77_B_STUDENE.scn  1 [7659,1078.601318
1765,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-77_B_STUDENE.scn  1 [8270,Micropsectra radialis,Studene,77_B_STUDENE.scn  1 [8270,600.652283
3227,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-77_B_STUDENE.scn  1 [8535,Background,Studene,77_B_STUDENE.scn  1 [8535,382.85025
2254,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-77_B_STUDENE.scn  1 [8535,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [8535,584.140259
2255,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-77_B_STUDENE.scn  1 [9495,Orthocladiinae Diamesinae,Studene,77_B_STUDENE.scn  1 [9495,558.111206
5581,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-77_B_STUDENE.scn  1 [9663,Tanytarsus lugens,Studene,77_B_STUDENE.scn  1 [9663,825.237732
5582,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-77_B_STUDENE.scn  1 [9891,Tanytarsus lugens,Studene,77_B_STUDENE.scn  1 [9891,594.905396
4080,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-78_B_CzaSG 1.scn  1 [10047,Particles,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [10047,59.28828
4081,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-78_B_CzaSG 1.scn  1 [10047,Background,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [10047,52.940632
4082,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-78_B_CzaSG 1.scn  1 [10047,Background,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [10047,56.884262
4159,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Pentaneurini\Zavrelimyia-78_B_CzaSG 1.scn  1 [10047,Pentaneurini spp,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [10047,1478.512817
790,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [10071,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [10071,683.618164
1992,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-78_B_CzaSG 1.scn  1 [1083,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [1083,198.500061
1993,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-78_B_CzaSG 1.scn  1 [11178,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [11178,294.858337
1994,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-78_B_CzaSG 1.scn  1 [11271,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [11271,304.508698
791,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [11616,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [11616,832.213501
792,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [11963,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [11963,731.280273
4160,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Pentaneurini\Zavrelimyia-78_B_CzaSG 1.scn  1 [12511,Pentaneurini spp,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [12511,939.963684
215,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Corynoneura arctica type\Corynoneura arctica type-78_B_CzaSG 1.scn  1 [12575,Corynoneura spp,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [12575,526.199097
793,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [13240,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [13240,640.902649
1995,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-78_B_CzaSG 1.scn  1 [14056,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [14056,256.796448
4083,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-78_B_CzaSG 1.scn  1 [14251,Particles,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [14251,125.879677
4161,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Pentaneurini\Zavrelimyia-78_B_CzaSG 1.scn  1 [14251,Pentaneurini spp,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [14251,1120.302246
794,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [15497,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [15497,400.215515
216,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Corynoneura arctica type\Corynoneura arctica type-78_B_CzaSG 1.scn  1 [15551,Corynoneura spp,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [15551,591.203125
2807,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Corynoneura arctica type-78_B_CzaSG 1.scn  1 [15551,Particles,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [15551,93.266037
1766,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [15624,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [15624,787.743042
1996,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-78_B_CzaSG 1.scn  1 [15921,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [15921,304.426422
795,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [16083,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [16083,365.201416
3228,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-78_B_CzaSG 1.scn  1 [16561,Particles,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [16561,29.058678
2256,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-78_B_CzaSG 1.scn  1 [16561,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [16561,251.449173
2257,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-78_B_CzaSG 1.scn  1 [16561,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [16561,420.812134
1767,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [16952,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [16952,377.858978
4368,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-78_B_CzaSG 1.scn  1 [17616,Tanypodinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [17616,238.156296
217,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Corynoneura arctica type\Corynoneura arctica type-78_B_CzaSG 1.scn  1 [17727,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [17727,267.013672
1768,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [17753,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [17753,1154.292236
1769,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [17780,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [17780,694.874084
796,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [18171,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [18171,840.012512
412,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius full_hc\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [1848,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [1848,414.133698
2875,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [1848,Particles,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [1848,41.939095
1770,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [18747,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [18747,664.722351
4460,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Micropsectra radialis-78_B_CzaSG 1.scn  1 [18761,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [18761,538.349304
218,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Corynoneura arctica type\Corynoneura arctica type-78_B_CzaSG 1.scn  1 [19099,Corynoneura spp,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [19099,349.474945
2076,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-78_B_CzaSG 1.scn  1 [19323,Orthocladiinae Diamesinae,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [19323,424.563507
1771,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [19901,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [19901,721.560486
219,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Corynoneura arctica type\Corynoneura arctica type-78_B_CzaSG 1.scn  1 [19976,Corynoneura spp,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [19976,251.650787
1772,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [20819,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [20819,436.240845
797,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [20898,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [20898,334.745941
1773,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [21153,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [21153,661.064758
798,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [21276,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [21276,452.155731
799,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-78_B_CzaSG 1.scn  1 [21856,Heterotrissocladius marcidus,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [21856,968.446167
1774,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [22718,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [22718,722.72229
959,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\mentum\Micropsectra radialis-78_B_CzaSG 1.scn  1 [23078,Blurry specimens,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [23078,173.189102
4084,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-78_B_CzaSG 1.scn  1 [2728,Particles,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [2728,92.969109
4162,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Pentaneurini\Zavrelimyia-78_B_CzaSG 1.scn  1 [2728,Pentaneurini spp,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [2728,607.018433
1775,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [3047,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [3047,548.63269
3020,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-78_B_CzaSG 1.scn  1 [3047,Fragmented hc,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [3047,48.669029
1776,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [3400,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [3400,674.826233
3021,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-78_B_CzaSG 1.scn  1 [3400,Background,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [3400,115.231941
1777,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-78_B_CzaSG 1.scn  1 [3715,Micropsectra radialis,Czarny Staw Gasieniczowy,78_B_CzaSG 1.scn  1 [3715,1051.574707
