id,image,label,sample,m_majorAxis
3287,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\5580-HIJ B7C1 84-85,Microtendipes pedellus,5580-HIJ B7C1 84-85,103.685501
3288,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\5582-HIJ B7C1 84-85,Microtendipes pedellus,5582-HIJ B7C1 84-85,340.880371
3289,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\5594-HIJ B7C1 86-87,Microtendipes pedellus,5594-HIJ B7C1 86-87,216.010803
3308,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\0640-HIJ B7C1 17-18,Microtendipes pedellus,0640-HIJ B7C1 17-18,114.514137
3322,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\0838-HIJ B7C1 19-20,Microtendipes pedellus,0838-HIJ B7C1 19-20,217.370621
3324,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\0849-HIJ B7C1 19-20,Microtendipes pedellus,0849-HIJ B7C1 19-20,199.615326
3336,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\1059-HIJ B7C1 21-22 4ml.czi - ScanRegion18.jpg,Microtendipes pedellus,1059-HIJ B7C1 21-22 ,99.754395
3373,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\1424-HIJ B7C1 26-27 4ml_2.czi - ScanRegion7.jpg,Microtendipes pedellus,1424-HIJ B7C1 26-27 ,195.19046
3419,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\2202-HIJ B7C1 25-26 .czi - ScanRegion21.jpg,Microtendipes pedellus,2202-HIJ B7C1 25-26 ,85.861877
3447,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\2772-HIJ B7C1 34-35,Microtendipes pedellus,2772-HIJ B7C1 34-35,241.259399
3453,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\2844-HIJ B7C1 34-35.czi - ScanRegion12.jpg,Microtendipes pedellus,2844-HIJ B7C1 34-35,82.785378
3465,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\3061-HIJ B7C1 36-38.czi - ScanRegion20.jpg,Microtendipes pedellus,3061-HIJ B7C1 36-38,79.260818
3475,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\3246-HIJ B7C1 38-39,Microtendipes pedellus,3246-HIJ B7C1 38-39,170.295197
3489,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\3551-HIJ B7C1 44-45,Microtendipes pedellus,3551-HIJ B7C1 44-45,377.342957
3502,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\3765-HIJ B7C1 46-47.czi - ScanRegion10.jpg,Microtendipes pedellus,3765-HIJ B7C1 46-47,162.087524
3512,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\4090-HIJ B7C1 52-53,Microtendipes pedellus,4090-HIJ B7C1 52-53,243.59549
3524,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\4589-HIJ B7C1 65-66,Microtendipes pedellus,4589-HIJ B7C1 65-66,194.482437
3531,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\4871-HIJ B7C1 69-70,Microtendipes pedellus,4871-HIJ B7C1 69-70,137.386154
3549,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Multiple\5348-HIJ B7C1 74-75,Microtendipes pedellus,5348-HIJ B7C1 74-75,299.971497
3565,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Omisus\1745-HIJ B7C1 6-7,Microtendipes pedellus,1745-HIJ B7C1 6-7,87.183739
3568,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Omisus\5464-HIJ B7C1 78-79,Microtendipes pedellus,5464-HIJ B7C1 78-79,178.856476
3574,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\others\0674-HIJ B7C1 17-18,Microtendipes pedellus,0674-HIJ B7C1 17-18,130.726532
3578,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\others\1849-HIJ B7C1 7-8.czi - ScanRegion6.jpg,Microtendipes pedellus,1849-HIJ B7C1 7-8,69.911911
3584,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paracladius\1118-HIJ B7C1 22-23 4ml.czi - ScanRegion11.jpg,Microtendipes pedellus,1118-HIJ B7C1 22-23 ,96.140205
3596,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\0786-HIJ B7C1 18-19,Microtendipes pedellus,0786-HIJ B7C1 18-19,49.096184
3631,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\1406-HIJ B7C1 26-27 4ml_2.czi - ScanRegion5.jpg,Microtendipes pedellus,1406-HIJ B7C1 26-27 ,137.348724
3641,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\1628-HIJ B7C1 3-4.czi - ScanRegion12.jpg,Microtendipes pedellus,1628-HIJ B7C1 3-4,40.258507
3658,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\2342-HIJ B7C1 29-30.czi - ScanRegion20.jpg,Microtendipes pedellus,2342-HIJ B7C1 29-30,117.184959
3663,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\2421-HIJ B7C1 30-31,Microtendipes pedellus,2421-HIJ B7C1 30-31,104.268158
3682,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\2716-HIJ B7C1 33-34,Microtendipes pedellus,2716-HIJ B7C1 33-34,58.49165
3688,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\2809-HIJ B7C1 34-35,Microtendipes pedellus,2809-HIJ B7C1 34-35,91.277267
3694,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\2886-HIJ B7C1 34-35.czi - ScanRegion5.jpg,Microtendipes pedellus,2886-HIJ B7C1 34-35,106.624474
3698,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\2954-HIJ B7C1 35-36,Microtendipes pedellus,2954-HIJ B7C1 35-36,47.581657
3702,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\3031-HIJ B7C1 36-37.czi - ScanRegion14.jpg,Microtendipes pedellus,3031-HIJ B7C1 36-37,115.718185
3703,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\3036-HIJ B7C1 36-37.czi - ScanRegion20.jpg,Microtendipes pedellus,3036-HIJ B7C1 36-37,67.810143
3706,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\3064-HIJ B7C1 36-38.czi - ScanRegion5.jpg,Microtendipes pedellus,3064-HIJ B7C1 36-38,132.14621
3720,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Paratanytarsus\3829-HIJ B7C1 47-48,Microtendipes pedellus,3829-HIJ B7C1 47-48,137.646805
3889,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\0574-HIJ B7C1 16-17,Microtendipes pedellus,0574-HIJ B7C1 16-17,75.673096
3907,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\0739-HIJ B7C1 18-19,Microtendipes pedellus,0739-HIJ B7C1 18-19,43.718864
3912,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\0814-HIJ B7C1 18-19,Microtendipes pedellus,0814-HIJ B7C1 18-19,44.363266
3915,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\0867-HIJ B7C1 19-20,Microtendipes pedellus,0867-HIJ B7C1 19-20,110.676788
3935,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\0984-HIJ B7C1 20-21 .czi - ScanRegion7.jpg,Microtendipes pedellus,0984-HIJ B7C1 20-21 ,93.476517
3954,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\1131-HIJ B7C1 22-23 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1131-HIJ B7C1 22-23 ,40.993671
3963,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\1196-HIJ B7C1 22-23 4ml.czi - ScanRegion5.jpg,Microtendipes pedellus,1196-HIJ B7C1 22-23 ,84.795364
3968,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\1243-HIJ B7C1 22-23 4ml_1.czi - ScanRegion3.jpg,Microtendipes pedellus,1243-HIJ B7C1 22-23 ,199.836197
3970,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\1262-HIJ B7C1 22-23 4ml_2.czi - ScanRegion1.jpg,Microtendipes pedellus,1262-HIJ B7C1 22-23 ,55.298092
4024,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\1632-HIJ B7C1 3-4.czi - ScanRegion2.jpg,Microtendipes pedellus,1632-HIJ B7C1 3-4,67.129066
4033,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\1707-HIJ B7C1 5-6,Microtendipes pedellus,1707-HIJ B7C1 5-6,89.409882
4040,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\1765-HIJ B7C1 6-7,Microtendipes pedellus,1765-HIJ B7C1 6-7,64.150726
4049,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\1815-HIJ B7C1 7-8,Microtendipes pedellus,1815-HIJ B7C1 7-8,75.971153
4144,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\2399-HIJ B7C1 30-31,Microtendipes pedellus,2399-HIJ B7C1 30-31,111.238998
4158,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\2511-HIJ B7C1 31-32,Microtendipes pedellus,2511-HIJ B7C1 31-32,78.440582
4185,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\2755-HIJ B7C1 34-35,Microtendipes pedellus,2755-HIJ B7C1 34-35,53.417068
4195,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\2835-HIJ B7C1 34-35.czi - ScanRegion11.jpg,Microtendipes pedellus,2835-HIJ B7C1 34-35,77.873772
4204,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\2961-HIJ B7C1 35-36.czi - ScanRegion16.jpg,Microtendipes pedellus,2961-HIJ B7C1 35-36,126.094635
4215,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\3090-HIJ B7C1 37-38,Microtendipes pedellus,3090-HIJ B7C1 37-38,69.109924
4283,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\3312-HIJ B7C1 39-40,Microtendipes pedellus,3312-HIJ B7C1 39-40,103.248276
4297,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\3371-HIJ B7C1 40-41,Microtendipes pedellus,3371-HIJ B7C1 40-41,55.742371
4301,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\3384-HIJ B7C1 42-43,Microtendipes pedellus,3384-HIJ B7C1 42-43,72.284698
4317,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\3467-HIJ B7C1 44-45,Microtendipes pedellus,3467-HIJ B7C1 44-45,78.149818
4359,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\3629-HIJ B7C1 44-45,Microtendipes pedellus,3629-HIJ B7C1 44-45,158.041077
4456,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\3994-HIJ B7C1 52-53,Microtendipes pedellus,3994-HIJ B7C1 52-53,74.592354
4479,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4127-HIJ B7C1 53-54,Microtendipes pedellus,4127-HIJ B7C1 53-54,76.756096
4488,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4154-HIJ B7C1 55-56,Microtendipes pedellus,4154-HIJ B7C1 55-56,135.334076
4513,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4218-HIJ B7C1 56-57,Microtendipes pedellus,4218-HIJ B7C1 56-57,85.457695
4514,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4222-HIJ B7C1 56-57,Microtendipes pedellus,4222-HIJ B7C1 56-57,87.145973
4517,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4237-HIJ B7C1 57-58,Microtendipes pedellus,4237-HIJ B7C1 57-58,109.610664
4521,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4269-HIJ B7C1 57-58,Microtendipes pedellus,4269-HIJ B7C1 57-58,75.036507
4538,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4311-HIJ B7C1 57-58,Microtendipes pedellus,4311-HIJ B7C1 57-58,49.108353
4561,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4423-HIJ B7C1 60-61,Microtendipes pedellus,4423-HIJ B7C1 60-61,76.28109
4603,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4617-HIJ B7C1 65-66,Microtendipes pedellus,4617-HIJ B7C1 65-66,107.613411
4625,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\4751-HIJ B7C1 66-67,Microtendipes pedellus,4751-HIJ B7C1 66-67,203.058731
4688,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5015-HIJ B7C1 70-71,Microtendipes pedellus,5015-HIJ B7C1 70-71,178.057129
4751,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5183-HIJ B7C1 71-72,Microtendipes pedellus,5183-HIJ B7C1 71-72,55.704845
4769,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5228-HIJ B7C1 71-72,Microtendipes pedellus,5228-HIJ B7C1 71-72,39.375294
4797,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5320-HIJ B7C1 73-74,Microtendipes pedellus,5320-HIJ B7C1 73-74,91.254059
4831,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5420-HIJ B7C1 76-77,Microtendipes pedellus,5420-HIJ B7C1 76-77,97.163231
4869,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5560-HIJ B7C1 80-81,Microtendipes pedellus,5560-HIJ B7C1 80-81,96.292679
4878,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5588-HIJ B7C1 85-87,Microtendipes pedellus,5588-HIJ B7C1 85-87,74.3452
4881,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Particles and background\5596-HIJ B7C1 87-88,Microtendipes pedellus,5596-HIJ B7C1 87-88,148.980408
4897,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Polypedilum\0096-HIJ B7C1 10-11,Microtendipes pedellus,0096-HIJ B7C1 10-11,119.47924
4907,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Polypedilum\2157-HIJ B7C1 24-25 4.25ml.czi - ScanRegion6.jpg,Microtendipes pedellus,2157-HIJ B7C1 24-25 4,157.00354
4913,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Polypedilum\4108-HIJ B7C1 52-53,Microtendipes pedellus,4108-HIJ B7C1 52-53,112.569374
4914,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Polypedilum\4471-HIJ B7C1 60-61,Microtendipes pedellus,4471-HIJ B7C1 60-61,102.952003
4930,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Polypedilum\5428-HIJ B7C1 77-78,Microtendipes pedellus,5428-HIJ B7C1 77-78,123.628708
4938,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Protanypus\0533-HIJ B7C1 14-15,Microtendipes pedellus,0533-HIJ B7C1 14-15,116.322769
4939,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Protanypus\0777-HIJ B7C1 18-19,Microtendipes pedellus,0777-HIJ B7C1 18-19,142.306198
4949,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Psectrocladius sordidellus\0775-HIJ B7C1 18-19,Microtendipes pedellus,0775-HIJ B7C1 18-19,100.921539
4957,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Psectrocladius sordidellus\1058-HIJ B7C1 21-22 4ml.czi - ScanRegion18.jpg,Microtendipes pedellus,1058-HIJ B7C1 21-22 ,39.835331
4973,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Psectrocladius sordidellus\1450-HIJ B7C1 27-28,Microtendipes pedellus,1450-HIJ B7C1 27-28,74.082047
4986,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Psectrocladius sordidellus\1869-HIJ B7C1 8-9,Microtendipes pedellus,1869-HIJ B7C1 8-9,34.020702
4997,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Psectrocladius sordidellus\2129-HIJ B7C1 16-17,Microtendipes pedellus,2129-HIJ B7C1 16-17,104.239853
5006,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Psectrocladius sordidellus\2379-HIJ B7C1 30-31,Microtendipes pedellus,2379-HIJ B7C1 30-31,84.956696
5021,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Psectrocladius sordidellus\2875-HIJ B7C1 34-35.czi - ScanRegion19.jpg,Microtendipes pedellus,2875-HIJ B7C1 34-35,67.493042
5047,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus full\4125-HIJ B7C1 53-54,Microtendipes pedellus,4125-HIJ B7C1 53-54,215.886032
5048,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus half\0081-HIJ B7C1 1-2,Microtendipes pedellus,0081-HIJ B7C1 1-2,157.046204
5056,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus half\0810-HIJ B7C1 18-19,Microtendipes pedellus,0810-HIJ B7C1 18-19,197.499878
5060,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus half\1691-HIJ B7C1 5-6,Microtendipes pedellus,1691-HIJ B7C1 5-6,76.271431
5062,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus half\1700-HIJ B7C1 5-6,Microtendipes pedellus,1700-HIJ B7C1 5-6,155.29361
5065,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus half\1754-HIJ B7C1 6-7,Microtendipes pedellus,1754-HIJ B7C1 6-7,43.438034
5087,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus half\2005-HIJ B7C1 8-9,Microtendipes pedellus,2005-HIJ B7C1 8-9,147.527359
5092,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus half\2355-HIJ B7C1 29-30_1.czi - ScanRegion0.jpg,Microtendipes pedellus,2355-HIJ B7C1 29-30,67.621506
5133,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Pseudochironomus half\4792-HIJ B7C1 68-69,Microtendipes pedellus,4792-HIJ B7C1 68-69,159.836121
5139,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Sergentia coracina\0800-HIJ B7C1 18-19,Microtendipes pedellus,0800-HIJ B7C1 18-19,223.941238
5156,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Stenochironomus full\4365-HIJ B7C1 60-61,Microtendipes pedellus,4365-HIJ B7C1 60-61,64.552773
5161,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Stictochironomus rosenschoeldi\0758-HIJ B7C1 18-19,Microtendipes pedellus,0758-HIJ B7C1 18-19,85.735161
5166,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Stictochironomus rosenschoeldi\1355-HIJ B7C1 26-27 4ml.czi - ScanRegion3.jpg,Microtendipes pedellus,1355-HIJ B7C1 26-27 ,229.036591
5169,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Stictochironomus rosenschoeldi\1545-HIJ B7C1 27-28,Microtendipes pedellus,1545-HIJ B7C1 27-28,110.369865
5179,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Stictochironomus rosenschoeldi\2714-HIJ B7C1 33-34,Microtendipes pedellus,2714-HIJ B7C1 33-34,153.789612
5183,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Stictochironomus rosenschoeldi\3449-HIJ B7C1 44-45,Microtendipes pedellus,3449-HIJ B7C1 44-45,157.401306
5186,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Stictochironomus rosenschoeldi\3749-HIJ B7C1 46-47,Microtendipes pedellus,3749-HIJ B7C1 46-47,77.643883
5204,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanypodinae\1039-HIJ B7C1 21-22 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1039-HIJ B7C1 21-22 ,119.856857
5210,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanypodinae\2925-HIJ B7C1 34-35_1.czi - ScanRegion8.jpg,Microtendipes pedellus,2925-HIJ B7C1 34-35,122.029564
5221,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsini\0948-HIJ B7C1 20-21 .czi - ScanRegion15.jpg,Microtendipes pedellus,0948-HIJ B7C1 20-21 ,93.459511
5227,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsini\2391-HIJ B7C1 30-31,Microtendipes pedellus,2391-HIJ B7C1 30-31,151.806
5234,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsini\3927-HIJ B7C1 49-50,Microtendipes pedellus,3927-HIJ B7C1 49-50,110.363068
5246,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsini\4246-HIJ B7C1 57-58,Microtendipes pedellus,4246-HIJ B7C1 57-58,77.505463
5284,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsini\5572-HIJ B7C1 81-82 .czi - ScanRegion7.jpg,Microtendipes pedellus,5572-HIJ B7C1 81-82 ,132.366714
5311,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus glabrescence\3997-HIJ B7C1 52-53,Microtendipes pedellus,3997-HIJ B7C1 52-53,122.003319
5383,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus lugens\0890-HIJ B7C1 19-20,Microtendipes pedellus,0890-HIJ B7C1 19-20,122.376617
5404,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus lugens\1377-HIJ B7C1 26-27 4ml_1.czi - ScanRegion22.jpg,Microtendipes pedellus,1377-HIJ B7C1 26-27 ,3116.394287
5453,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus lugens\3030-HIJ B7C1 36-37.czi - ScanRegion12.jpg,Microtendipes pedellus,3030-HIJ B7C1 36-37,140.155991
5469,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus lugens\3461-HIJ B7C1 44-45,Microtendipes pedellus,3461-HIJ B7C1 44-45,155.908218
5477,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus lugens\3962-HIJ B7C1 51-52.czi - ScanRegion19.jpg,Microtendipes pedellus,3962-HIJ B7C1 51-52,62.652481
5488,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus lugens\4255-HIJ B7C1 57-58,Microtendipes pedellus,4255-HIJ B7C1 57-58,71.119026
5517,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus lugens\4517-HIJ B7C1 63-64,Microtendipes pedellus,4517-HIJ B7C1 63-64,90.00367
5604,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus mendax\0439-HIJ B7C1 14-15,Microtendipes pedellus,0439-HIJ B7C1 14-15,71.799309
5606,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus mendax\1242-HIJ B7C1 22-23 4ml_1.czi - ScanRegion3.jpg,Microtendipes pedellus,1242-HIJ B7C1 22-23 ,96.739464
5608,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Tanytarsus mendax\1397-HIJ B7C1 26-27 4ml_2.czi - ScanRegion17.jpg,Microtendipes pedellus,1397-HIJ B7C1 26-27 ,131.769608
136,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\1779-HIJ B7C1 6-7,Multiple,1779-HIJ B7C1 6-7,122.471581
146,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Acari\1929-HIJ B7C1 8-9,Multiple,1929-HIJ B7C1 8-9,122.472809
480,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Blurry specimens\1164-HIJ B7C1 22-23 4ml.czi - ScanRegion17.jpg,Multiple,1164-HIJ B7C1 22-23 ,101.690414
1240,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Chironomus plumosus hc\1561-HIJ B7C1 27-28,Multiple,1561-HIJ B7C1 27-28,118.480278
1285,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Chironomus plumosus hc\5267-HIJ B7C1 72-73,Multiple,5267-HIJ B7C1 72-73,459.939392
1506,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\duplicate\4677-HIJ B7C1 66-67,Multiple,4677-HIJ B7C1 66-67,158.729492
1539,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\0460-HIJ B7C1 14-15,Multiple,0460-HIJ B7C1 14-15,391.691803
1555,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\0599-HIJ B7C1 17-18,Multiple,0599-HIJ B7C1 17-18,232.153503
1556,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\0602-HIJ B7C1 17-18,Multiple,0602-HIJ B7C1 17-18,122.001717
1565,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\0686-HIJ B7C1 17-18,Multiple,0686-HIJ B7C1 17-18,121.289093
1623,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\1022-HIJ B7C1 21-22 4ml.czi - ScanRegion10.jpg,Multiple,1022-HIJ B7C1 21-22 ,430.862823
1627,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\1029-HIJ B7C1 21-22 4ml.czi - ScanRegion12.jpg,Multiple,1029-HIJ B7C1 21-22 ,136.022339
1715,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\1577-HIJ B7C1 27-28,Multiple,1577-HIJ B7C1 27-28,231.035172
1852,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\2385-HIJ B7C1 30-31,Multiple,2385-HIJ B7C1 30-31,375.409088
1883,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\2568-HIJ B7C1 32-33,Multiple,2568-HIJ B7C1 32-33,215.990738
1926,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\2735-HIJ B7C1 34-35,Multiple,2735-HIJ B7C1 34-35,77.931755
1940,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Fragmented hc\2857-HIJ B7C1 34-35.czi - ScanRegion15.jpg,Multiple,2857-HIJ B7C1 34-35,171.821106
